researcher_id,full_name,community,modal_for_l2,modal_for_l4,modal_institution,modal_country,name_gender
ur.010001126577.28,Ping Wen,149,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Shenzhen Maternity and Child Healthcare Hospital,China,Unknown
ur.010001150663.35,Siamak Mehrkanoon,42,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Maastricht University,Netherlands,Male
ur.01000121762.83,Luca Kleineidam,10,Biological Sciences,Biological Psychology,German Center for Neurodegenerative Diseases,Germany,Male
ur.010001222636.03,Jing-wen Zhang,53,Biomedical and Clinical Sciences,Clinical Sciences,Peking University Shenzhen Hospital,China,Unknown
ur.01000122367.42,Rosalind Tang,9,Biomedical and Clinical Sciences,Public Health,St. Michael's Hospital,Canada,Female
ur.01000126527.89,Dan A. Gordon,705,Health Sciences,Sports Science and Exercise,Anglia Ruskin University,United Kingdom,Male
ur.01000133066.14,Zeneng Wang,22,Biomedical and Clinical Sciences,Epidemiology,Cleveland Clinic,United States,Unknown
ur.010001367765.55,Cristina González-Gonzalo,11,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Radboud University Nijmegen Medical Centre,Netherlands,Female
ur.01000142063.33,Simon P Hart,17,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Castle Hill Hospital,United Kingdom,Male
ur.01000143122.90,Mona Allouba,6,Biological Sciences,Genetics,Magdi Yacoub Heart Foundation,Egypt,Female
ur.010001447710.76,Anyi Xiang,61,Biomedical and Clinical Sciences,Clinical Sciences,Zhongshan Hospital,China,Female
ur.01000145163.25,Isabel A Hujoel,16,Health Sciences,Epidemiology,University of Washington,United States,Female
ur.010001520635.16,Erik Roecher,39,Physical Sciences,"Atomic, Molecular and Optical Physics",Technical Univ. of Aachen (Germany),Germany,Male
ur.01000155366.07,Elisabet Svenungsson,52,Biological Sciences,Biochemistry and Cell Biology,Karolinska University Hospital,Sweden,Female
ur.010001570347.29,Elisabeth G. Celius,4,Psychology,Biological Psychology,University of Oslo,Norway,Female
ur.010001621205.28,Tianbao Liu,33,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Shandong University,China,Male
ur.010001624507.14,Richard Mayanja,17,Biological Sciences,Genetics,Makerere University,Uganda,Male
ur.010001644602.13,Jakob Versnjak,20,Biomedical and Clinical Sciences,Clinical Sciences,Deutsches Herzzentrum der Charité,Germany,Male
ur.010001674127.14,Jingge Qu,34,Health Sciences,Epidemiology,Peking University,China,Unknown
ur.01000170500.65,Martin O Pollard,1,Biological Sciences,Genetics,Wellcome Sanger Institute,United Kingdom,Male
ur.01000171142.78,Xiang Han,30,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Huashan Hospital,China,Unknown
ur.01000172227.72,Christina E. Zielinski,221,Biomedical and Clinical Sciences,Immunology,Hans Knöll Institute,Germany,Female
ur.01000204255.79,M.R Jones,2,Biological Sciences,Genetics,Cedars-Sinai Medical Center,United States,Unknown
ur.01000206676.78,Maria Tellez-Plaza,215,Biomedical and Clinical Sciences,Nutrition and Dietetics,Instituto de Salud Carlos III,Spain,Female
ur.01000217651.82,Keith M. Smith,12,Psychology,Biological Psychology,University of Strathclyde,United Kingdom,Male
ur.010002206302.31,Niels R. Lorenzen,10,Information and Computing Sciences,Machine Learning,Technical University of Denmark,Denmark,Male
ur.010002216775.05,Vivien Holmes,2,Health Sciences,Epidemiology,University of Manchester,United Kingdom,Female
ur.01000222674.92,Jonas D. Finger,2,Health Sciences,Epidemiology,Robert Koch Institute,Germany,Male
ur.010002231055.25,Weixin Chu,138,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Qingdao Municipal Hospital,China,Unknown
ur.010002310420.10,Peng-Zhe Xie,1681,Biomedical and Clinical Sciences,Analytical Chemistry,Tianjin Medical University Cancer Institute and Hospital,China,Unknown
ur.010002342214.61,Pingan Li,53,Biomedical and Clinical Sciences,Clinical Sciences,Capital Medical University,China,Unknown
ur.010002357123.80,Laleh Foroutani,8,Biological Sciences,Genetics,"University of California, San Francisco",United States,Female
ur.01000237255.78,Yi Peng,291,Biomedical and Clinical Sciences,Epidemiology,Xiangya Hospital Central South University,China,Female
ur.01000237761.50,Marina Mitjans,15,Psychology,Genetics,University of Barcelona,Spain,Female
ur.010002433005.79,Mads D Faurby,8,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Novo Nordisk AS,Denmark,Male
ur.01000255201.91,Xiaojie Tan,37,Health Sciences,Epidemiology,Ministry of Education of the People's Republic of China,China,Female
ur.010002575033.03,Carolina Minguillón,10,Biological Sciences,Biochemistry and Cell Biology,Hospital del Mar Medical Research Institute,Spain,Female
ur.01000257725.27,Dawn Aitken,39,Biomedical and Clinical Sciences,Clinical Sciences,University of Tasmania,Australia,Female
ur.01000261537.16,Fionnuala T. Lundy,59,Biomedical and Clinical Sciences,Dentistry,Queen's University Belfast,United Kingdom,Female
ur.01000263413.17,Nigel M Williams,10,Biomedical and Clinical Sciences,Genetics,Cardiff University,United Kingdom,Male
ur.010002654553.31,Andrew P. Kingsnorth,17,Health Sciences,Public Health,Loughborough University,United Kingdom,Male
ur.01000273261.41,Luke Heslop,11,Biomedical and Clinical Sciences,Clinical Sciences,Cardiff University,United Kingdom,Male
ur.010002751312.03,Claire Welsh,12,Biomedical and Clinical Sciences,Clinical Sciences,Newcastle University,United Kingdom,Female
ur.01000306202.74,Ching-Po Lin,47,Psychology,Biological Psychology,Fudan University,China,Unknown
ur.010003101653.78,Xinying Sun,2,Biomedical and Clinical Sciences,Nutrition and Dietetics,Peking University,China,Female
ur.010003115174.39,Baoyi Shi,14,Biomedical and Clinical Sciences,Clinical Sciences,Columbia University,United States,Unknown
ur.01000314671.43,Manuel Perucho,24,Biological Sciences,Genetics,"Cancer Genetics and Epigenetics Group, Program of Predictive and Personalized Medicine of Cancer (PMPPC), Germans Trias i Pujol Research Institute (IGTP), Badalona, Catalunya, Spain",Spain,Male
ur.01000323521.35,Nicola J. Armstrong,4,Biomedical and Clinical Sciences,Genetics,Murdoch University,Australia,Female
ur.010003241343.79,Callum R. O’Neill,13,Biomedical and Clinical Sciences,Sports Science and Exercise,King's College London,United Kingdom,Male
ur.010003443017.84,Le Wei,25,Biomedical and Clinical Sciences,Clinical Sciences,The University of Sydney,Australia,Unknown
ur.01000347250.56,Ana Pereira,87,Biomedical and Clinical Sciences,Clinical Sciences,University of Chile,Chile,Female
ur.010003515703.88,Isheunesu Mapfunde,5,Biological Sciences,Epidemiology,Northampton General Hospital NHS Trust,United Kingdom,Male
ur.01000356526.20,Hemanth Tummala,2,Biological Sciences,Genetics,Queen Mary University of London,United Kingdom,Male
ur.01000357222.31,Paola Giunti,9,Biological Sciences,Bioinformatics and Computational Biology,Institute of Neurology,United Kingdom,Female
ur.01000361750.67,Elizabeth M. Tunnicliffe,4,Biomedical and Clinical Sciences,Clinical Sciences,University of Oxford,United Kingdom,Female
ur.01000362423.23,Dong-Ru Ho,51,Biological Sciences,Epidemiology,Chang Gung University,Taiwan,Unknown
ur.010003675760.85,Ru Tang,563,Biological Sciences,Epidemiology,Shanghai Jiao Tong University,China,Male
ur.010003705312.69,Enhao Zhang,48,Biomedical and Clinical Sciences,Clinical Sciences,Ningbo University Affiliated Hospital,China,Unknown
ur.010003705373.48,Hector Martinez-Navarro,73,Biomedical and Clinical Sciences,Biological Psychology,University of Oxford,United Kingdom,Male
ur.010003705725.76,Justin Whalley,18,Biological Sciences,Biochemistry and Cell Biology,Wellcome Centre for Human Genetics,United Kingdom,Male
ur.010003735161.27,Gemma Sawyer,9,Biological Sciences,Genetics,MRC Integrative Epidemiology Unit,United Kingdom,Female
ur.010003747220.02,Xianjie Wan,44,Biological Sciences,Genetics,Xi'an Jiaotong University,China,Unknown
ur.01000376133.07,Christopher D. Still,7,Biomedical and Clinical Sciences,Genetics,Geisinger Health System,United States,Male
ur.01000400053.34,Jean-Eudes Dazard,3,Health Sciences,Epidemiology,Case Western Reserve University,United States,Male
ur.010004031720.45,Julius Jaeger,8,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Universitätsklinikum Aachen,Germany,Male
ur.01000406164.89,Asim K Mandal,28,Biological Sciences,Genetics,Harvard University,United States,Male
ur.010004112614.32,Anya Jacobs,18,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Queen Mary University of London,United Kingdom,Female
ur.01000412242.36,Giovanni Stevanin,10,Biomedical and Clinical Sciences,Genetics,University of Bordeaux,France,Male
ur.010004125325.23,Sheng Deng,83,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Beijing Hospital of Traditional Chinese Medicine,China,Unknown
ur.010004133657.18,Robbert R. Struyven,11,Biomedical and Clinical Sciences,Ophthalmology and Optometry,National Institute for Health and Care Research,United Kingdom,Male
ur.010004166476.90,Kathryn Sian Allison,5,Biological Sciences,Epidemiology,Alder Hey Children's Hospital,United Kingdom,Female
ur.01000423550.13,Bernadet T Santema,1,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University Medical Center Groningen,Netherlands,Female
ur.010004264173.19,Chuntang Sun,1021,Biomedical and Clinical Sciences,Reproductive Medicine,West China Second University Hospital of Sichuan University,China,Unknown
ur.010004315005.32,Jinbo He,997,Health Sciences,Epidemiology,Hubei University of Medicine,China,Unknown
ur.010004343466.14,Melissa Bakker,1,Biomedical and Clinical Sciences,Biological Psychology,University of Amsterdam,Netherlands,Female
ur.01000437634.10,Pilar Galan,1,Biological Sciences,Epidemiology,Centre of Research in Epidemiology and Statistics,France,Female
ur.01000441367.87,Claudio Punzo,411,Biological Sciences,Genetics,University of Massachusetts Chan Medical School,United States,Male
ur.010004416566.32,Luke Reilly,10,Biological Sciences,Genetics,National Institutes of Health,United States,Male
ur.010004502547.28,Zhitao Li,37,Health Sciences,Epidemiology,Fudan University,China,Male
ur.01000452455.11,Yunhwan Lee,1708,Health Sciences,Epidemiology,Ajou University,South Korea,Male
ur.010004537307.27,Julia E. Niskanen,6,Biological Sciences,Genetics,Folkhälsans Forskningscentrum,Finland,Female
ur.010004613720.70,Mengyao Qi,238,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Xi'an Jiaotong University,China,Female
ur.01000464364.02,Cheng Wang,46,Health Sciences,Epidemiology,Harbin Medical University,China,Male
ur.010004666506.88,Xuhui Zhu,3,Biological Sciences,Epidemiology,Huazhong Agricultural University,China,Unknown
ur.010004727325.19,Tianyu Bai,47,Biological Sciences,Genetics,Beijing Normal University,China,Unknown
ur.010005001115.45,Donglin Jiang,28,Biomedical and Clinical Sciences,Nutrition and Dietetics,Zhengzhou University,China,Unknown
ur.010005031427.24,Monica Gratacos Mayora,1,Biological Sciences,Genetics,Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,Spain,Female
ur.01000510601.78,Kyuto Sonehara,1,Health Sciences,Epidemiology,The University of Osaka,Japan,Unknown
ur.01000510725.10,Robert Roberts,1,Biological Sciences,Genetics,University of Arizona Health Sciences,United States,Male
ur.01000520307.44,Shafqat Ahmad,52,Biomedical and Clinical Sciences,Clinical Sciences,Phillips Exeter Academy,United States,Male
ur.01000525635.82,Hui Li,793,Biomedical and Clinical Sciences,Nutrition and Dietetics,Peking University People's Hospital,China,Female
ur.010005257666.53,Christian Gross,6,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Utrecht University,Netherlands,Male
ur.01000542714.25,Mingfeng Xia,14,Biomedical and Clinical Sciences,Epidemiology,Fudan University,China,Unknown
ur.010005471257.76,Yan Wang,1382,Biomedical and Clinical Sciences,Clinical Sciences,Fourth People's Hospital of Taiyuan,China,Male
ur.01000554045.54,Chad R. Haldeman-Englert,29,Biological Sciences,Genetics,Cone Health,United States,Male
ur.010005545603.01,Zhuo Chen,13,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Chongqing Medical University,China,Unknown
ur.010005561704.35,Ziwei Zhu,34,Biomedical and Clinical Sciences,Epidemiology,Tongji Medical College of Huazhong University of Science and Technology,China,Unknown
ur.010005602115.28,JAMIE BURGESS,37,Biomedical and Clinical Sciences,Clinical Sciences,University of Liverpool,United Kingdom,Female
ur.01000560547.16,Marc Suárez-Calvet,10,Biological Sciences,Biochemistry and Cell Biology,Hospital del Mar Medical Research Institute,Spain,Male
ur.010005606655.09,Charvi Nangia,12,Biological Sciences,Epidemiology,University of Dundee,United Kingdom,Female
ur.010005650561.45,Yash V. Bhagat,29,Biomedical and Clinical Sciences,Biochemistry and Cell Biology,"University of California, Los Angeles",United States,Male
ur.010005663120.37,Altayeb Ahmed,6,Biomedical and Clinical Sciences,Clinical Sciences,University of Lincoln,United Kingdom,Male
ur.01000567777.88,Alessandra Chesi,1,Biological Sciences,Genetics,Children's Hospital of Philadelphia,United States,Female
ur.010005701705.43,Ruochen Ma,49,Biomedical and Clinical Sciences,Epidemiology,University of Hong Kong,China,Unknown
ur.01000577431.13,Andreas Ruepp,38,Biological Sciences,Cardiovascular Medicine and Haematology,Helmholtz Zentrum München,Germany,Male
ur.010005777413.90,on behalf of the NHLBI Trans-Omics for Precision Medicine Consortium,3,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,,,Male
ur.010006037705.65,S Strong-Sheldrake,17,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,,,Unknown
ur.01000610641.26,Yongqing Xu,88,Biomedical and Clinical Sciences,Epidemiology,"Department of Orthopaedic, 920Th Hospital of Joint Logistics Support Force of Chinese People’s Liberation Army, 212 Daguan Road, Xishan District, Kunming, Yunnan, China",China,Unknown
ur.010006107052.41,Jerry W. Shay,8,Biological Sciences,Epidemiology,The University of Texas Southwestern Medical Center,United States,Male
ur.01000621064.47,Lucian Del Priore,3,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Yale University,United States,Male
ur.010006214747.23,Yu-Ying Zhang,35,Biomedical and Clinical Sciences,Neurosciences,Qingdao University,China,Female
ur.010006240147.19,Liisa Suominen,1,Biological Sciences,Genetics,"Northern Savo Hospital District, Kuopio, Finland",Finland,Female
ur.010006254024.28,Mengnan Zhao,560,Biomedical and Clinical Sciences,Epidemiology,Zhongshan Hospital,China,Unknown
ur.010006306404.39,Raj Mudaliar,17,Health Sciences,Epidemiology,Salford Royal Hospital,United Kingdom,Male
ur.01000630726.71,Neil Basu,13,Biomedical and Clinical Sciences,Clinical Sciences,University of Aberdeen,United Kingdom,Male
ur.01000634420.06,Alan Pittman,72,Biological Sciences,Genetics,"City St George’s, University of London",United Kingdom,Male
ur.01000636166.41,Andre Gessner,1,Biological Sciences,Epidemiology,University Hospital Regensburg,Germany,Male
ur.010006373302.14,Huimin Lu,53,Health Sciences,Epidemiology,Capital Medical University,China,Female
ur.010006444326.12,Jiaming Yu,370,Biomedical and Clinical Sciences,Clinical Sciences,Shanghai Jiao Tong University,China,Male
ur.01000645007.85,Florian Merkle,10,Biological Sciences,Genetics,University of Cambridge,United Kingdom,Male
ur.01000647065.97,Corri Black,1,Biological Sciences,Genetics,University of Aberdeen,United Kingdom,Female
ur.01000647321.40,Tianmin Zhu,1396,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Chengdu University of Traditional Chinese Medicine,China,Unknown
ur.01000664040.09,D. Kyle Hogarth,3,Biological Sciences,Epidemiology,University of Chicago,United States,Male
ur.010006705715.21,Yuzhi Chen,565,Biomedical and Clinical Sciences,Clinical Sciences,Hebei University of Engineering,China,Unknown
ur.010006717525.25,Z. Kang,1057,Biomedical and Clinical Sciences,Clinical Sciences,Shanghai Sixth People's Hospital,China,Unknown
ur.010006750115.60,Ingrid Selmeryd,13,Biomedical and Clinical Sciences,Clinical Sciences,"Department of Infectious Diseases, Västmanland Hospital Västerås, Västerås, Sweden",Sweden,Female
ur.01000675467.23,Janet T. Scott,5,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,MRC University of Glasgow Centre for Virus Research,United Kingdom,Female
ur.010006760173.42,Bin Zhou,28,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Chinese Academy of Medical Sciences,China,Male
ur.01000701570.40,Gareth L. Ackland,6,Biomedical and Clinical Sciences,Reproductive Medicine,Queen Mary University of London,United Kingdom,Male
ur.010007020035.32,Victoria P. W. Au Yeung,1,Biomedical and Clinical Sciences,Genetics,MRC Epidemiology Unit,United Kingdom,Female
ur.01000706457.19,Md. Tariqul Islam,1,Biological Sciences,Genetics,University of Chicago Research Bangladesh,Bangladesh,Male
ur.01000714405.91,Victoria Hamill,8,Biomedical and Clinical Sciences,Clinical Sciences,Public Health Scotland,United Kingdom,Female
ur.01000716556.93,Generation Scotland,12,Biological Sciences,Biological Psychology,University of Edinburgh,United Kingdom,Unknown
ur.010007224664.30,Shengnan Wu,749,Biomedical and Clinical Sciences,Health Services and Systems,First Hospital of China Medical University,China,Unknown
ur.010007230211.25,Ruoyu Zhang,42,Health Sciences,Epidemiology,Chinese University of Hong Kong,China,Unknown
ur.01000732347.72,Fuling Zhou,1232,Biological Sciences,Biochemistry and Cell Biology,Zhongnan Hospital of Wuhan University,China,Unknown
ur.01000732563.66,Lieven Clement,1,Biological Sciences,Genetics,Ghent University,Belgium,Male
ur.010007341062.32,Sacha Howell,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Manchester Cancer Research Centre,United Kingdom,Unknown
ur.010007375421.38,Guy Chung-Faye,9,Biomedical and Clinical Sciences,Clinical Sciences,King's College Hospital,United Kingdom,Male
ur.01000741623.55,Andrés D Klein,4,Biological Sciences,Genetics,Universidad del Desarrollo,Chile,Male
ur.010007427147.05,M. Papakonstantinou,7,Biological Sciences,Genetics,University of Leicester,United Kingdom,Male
ur.01000754377.06,Ningli Chai,130,Biomedical and Clinical Sciences,Clinical Sciences,First Medical Center of PLA General Hospital,China,Unknown
ur.01000756214.18,Junichi Sugawara,1,Biological Sciences,Epidemiology,Tohoku University,Japan,Male
ur.010007575725.20,Ruiqing Feng,35,Biomedical and Clinical Sciences,Biological Psychology,University of Warwick,United Kingdom,Unknown
ur.010007575752.43,Abigail Pilcher,15,Biomedical and Clinical Sciences,Biological Psychology,Yale University,United States,Female
ur.010007603126.96,Jingwei Li,39,Biological Sciences,Biological Psychology,National University of Singapore,Singapore,Unknown
ur.01000767510.20,Sebastian Kozerke,36,Biomedical and Clinical Sciences,Clinical Sciences,Institute for Biomedical Engineering,Switzerland,Male
ur.010007716425.58,Tianxiang Fan,14,Biomedical and Clinical Sciences,Clinical Sciences,Hong Kong Polytechnic University,China,Male
ur.010007753563.00,Si Liu,14,Biomedical and Clinical Sciences,Clinical Sciences,Beijing Friendship Hospital,China,Male
ur.010007757513.61,Ming Ling,370,Biomedical and Clinical Sciences,Clinical Sciences,Huadong Hospital,China,Male
ur.010007761762.24,Wei Chen,35,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Xi'an Jiaotong University,China,Male
ur.010007777223.80,Isabel Fernández-Pérez,24,Health Sciences,Epidemiology,Hospital Del Mar,Spain,Female
ur.010010024356.09,Xi Long,168,Biomedical and Clinical Sciences,Clinical Sciences,Xiangya Hospital Central South University,China,Female
ur.010010134422.40,Yingchun Dong,33,Biomedical and Clinical Sciences,Clinical Sciences,Shandong Provincial Hospital,China,Unknown
ur.01001020144.75,Wen-Yih Liang,51,Biological Sciences,Epidemiology,Taipei Veterans General Hospital,Taiwan,Unknown
ur.010010260126.62,Ruiqi Zeng,55,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Guangzhou Medical University,China,Female
ur.01001027733.49,Ivonne Suridjan,10,Biological Sciences,Biochemistry and Cell Biology,Roche Diagnostics International AG,Switzerland,Female
ur.01001030751.39,Nathaniel Harnett,15,Psychology,Biological Psychology,McLean Hospital,United States,Male
ur.01001046100.05,Guillaume Auzias,4,Biological Sciences,Genetics,Institut de Neurosciences de la Timone,France,Male
ur.01001061244.89,Louise Pilote,22,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,McGill University Health Centre,Canada,Female
ur.01001075703.87,Laeticia Lichtenstein,11,Biomedical and Clinical Sciences,Medical Physiology,University of Leeds,United Kingdom,Female
ur.010011005313.02,Deniz Konac,47,Psychology,Biological Psychology,King's College London,United Kingdom,Female
ur.010011007414.35,Martin J. Menten,6,Information and Computing Sciences,Ophthalmology and Optometry,Technical University of Munich,Germany,Male
ur.01001103503.93,Maël P. Lebreton,1,Biological Sciences,Epidemiology,University of Amsterdam,Netherlands,Male
ur.01001113112.07,Alexandru Dregan,12,Biomedical and Clinical Sciences,Clinical Sciences,King's College London,United Kingdom,Male
ur.01001114547.54,Qingrun Zhang,51,Biological Sciences,Genetics,University of Calgary,Canada,Unknown
ur.010011166022.27,Chenyi Gao,69,Biomedical and Clinical Sciences,Dentistry,Queen Mary University of London,United Kingdom,Unknown
ur.01001120001.54,Oliver FitzGerald,13,Biological Sciences,Genetics,University College Dublin,Ireland,Male
ur.01001126650.64,Fintan Sheerin,4,Biomedical and Clinical Sciences,Clinical Sciences,Oxford University Hospitals NHS Trust,United Kingdom,Male
ur.010011313153.69,Sarah Hsu,3,Health Sciences,Epidemiology,Massachusetts General Hospital,United States,Female
ur.01001132347.74,Maria C Magnus,9,Health Sciences,Epidemiology,Norwegian Institute of Public Health,Norway,Female
ur.01001133105.93,Jianhua Wu,69,Biomedical and Clinical Sciences,Dentistry,University of Leeds,United Kingdom,Unknown
ur.01001136410.43,Gayan Perera,19,Biomedical and Clinical Sciences,Biological Psychology,King's College London,United Kingdom,Male
ur.01001147361.74,Jos Thannhauser,6,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Radboud University Nijmegen Medical Centre,Netherlands,Male
ur.010011512337.03,James McVeigh,60,Biological Sciences,Epidemiology,University of Oxford,United Kingdom,Male
ur.01001161274.32,Yingquan Luo,58,Health Sciences,Epidemiology,Second Xiangya Hospital of Central South University,China,Unknown
ur.01001165057.78,Nick Powell,14,Biomedical and Clinical Sciences,,Imperial College London,United Kingdom,Male
ur.010011701461.64,Daniel R. Greenberg,49,Biomedical and Clinical Sciences,Clinical Sciences,Northwestern University,United States,Male
ur.010011720125.76,S. Fowler,5,Biological Sciences,Genetics,Victoria Hospital,United Kingdom,Unknown
ur.010011751520.41,Shaopeng Yang,32,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Sun Yat-sen University,China,Male
ur.010011777502.87,Tiaeki Tooki,33,Biomedical and Clinical Sciences,Clinical Sciences,Tongji Medical College of Huazhong University of Science and Technology,China,Unknown
ur.01001201065.43,Colin O Wu,6,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,National Heart Lung and Blood Institute,United States,Male
ur.01001203124.14,Junping Shi,37,Biomedical and Clinical Sciences,Nutrition and Dietetics,Hangzhou Normal University,China,Unknown
ur.01001204116.77,Sung-Chun Tang,64,Biomedical and Clinical Sciences,Biological Psychology,National Taiwan University Hospital,Taiwan,Male
ur.01001204671.96,Tazro Ohta,1,Biological Sciences,Epidemiology,Research Organization of Information and Systems,Japan,Unknown
ur.01001205233.91,Arian F. A. Smit,16,Biological Sciences,Bioinformatics and Computational Biology,Institute for Systems Biology,United States,Male
ur.010012053657.17,Li Li,1,Biomedical and Clinical Sciences,Medical Biotechnology,The University of Texas Southwestern Medical Center,United States,Female
ur.01001212626.22,Kristiina Tambets,22,Biological Sciences,Genetics,University of Tartu,Estonia,Female
ur.01001216317.23,Dimitrios Chantzichristos,60,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Sahlgrenska University Hospital,Sweden,Male
ur.010012211100.61,Pamela J Shaw,11,Health Sciences,,University of Sheffield,United Kingdom,Female
ur.010012323237.41,Jing Wang,98,Health Sciences,Epidemiology,Ningxia Medical University,China,Female
ur.010012331527.65,Chunyang Li,30,Biomedical and Clinical Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,Unknown
ur.010012424725.30,G Lee,36,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Royal Melbourne Hospital,Australia,Unknown
ur.010012437317.09,Ju Guo,21,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Tianjin Medical University General Hospital,China,Female
ur.010012530170.39,Xin Zheng,21,Biomedical and Clinical Sciences,Clinical Sciences,Huazhong University of Science and Technology,China,Female
ur.010012531362.46,Carlos Celis-Morales,12,Biomedical and Clinical Sciences,Clinical Sciences,University of Glasgow,United Kingdom,Male
ur.010012617237.52,W.H. Linda Kao,8,Biomedical and Clinical Sciences,Clinical Sciences,Johns Hopkins University,United States,Unknown
ur.010012634261.57,Gwênlyn Glusman,49,Biological Sciences,Genetics,Institute for Systems Biology,United States,Female
ur.01001267226.71,Jiamao Zheng,3,Biological Sciences,Genetics,University of Chicago,United States,Unknown
ur.010012720645.45,Mathew Vithayathil,13,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,MRC Cancer Unit,United Kingdom,Male
ur.01001274055.46,Lina Radzeviciene,1,Biomedical and Clinical Sciences,Clinical Sciences,Lithuanian University of Health Sciences,Lithuania,Female
ur.010013066630.30,Rachel Shiel,5,Biological Sciences,Epidemiology,Bristol Royal Infirmary,United Kingdom,Female
ur.01001307527.28,Sita H. Vermeulen,1,Biological Sciences,Genetics,Radboud University Nijmegen Medical Centre,Netherlands,Female
ur.01001310071.51,Xueying Qin,21,Biomedical and Clinical Sciences,Clinical Sciences,Peking University,China,Female
ur.01001311770.62,Godfred Agongo,17,Biological Sciences,Genetics,Navrongo Health Research Centre,Ghana,Male
ur.010013127357.22,Shankaracharya,10,Biological Sciences,Genetics,University of Massachusetts Chan Medical School,United States,Unknown
